,Tweet,Sentimental,:),:-),:d,thanks,love,good,thank,see,happy,great,:(,:-(,miss,please,want,can't,time,sorry,one
7649,ive been reading cute fluffy cs ff :( i miss my babies :(,Negative,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
7650,"Foot pain just woke me up, nooooooo :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7651,"@Gilinskyscherry FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7652,I went on at 10:59 and stayed on at 11.00 until now but there were never any @Uber #UberIceCream vehicles available. Sham :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7653,I wish my Parents would live forever. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7654,Finding a good conference hotel in London is tricky! They are all too small :(,Negative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7655,i miss baao :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7656,@JamesAnthonyT @MitchKinney is he alright?:(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7657,nisrina is so beautiful :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7658,"So, its been 40 days since you been gone and I still missing you like crazy bcs there were many hard times that I need you to support me :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7659,ladygaga I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ before the end of the month. Don't disappoint me! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7660,"@ROOM94 I miss you's lots :-( , hope too see you's soon x",Negative,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
7661,@yearsandyears what about Paris :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7662,"At least I think Marrish is happening, not as my others otp's :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7663,I miss my guy bestfriend :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7664,Its 6:15 and I'm wide awake :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7665,Fuck tired :-(((,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7666,look how beautiful i wanna go back :( http://t.co/Z0dePj5knU,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7667,@vIackhoIe yess;; i dont have the original pic :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7668,@jungsilhoon ......... not really :(((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7669,OKAY PLEAS EDOMNT FCK QIH MY FEELINGS SHXBS ENOUGH!!!! :( #ZaynIsComingBackOnJuly26,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7670,1000% battery life please :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7671,@fionnlim my leg is white :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7672,@smiffy no :( I'm so sorry,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7673,@NewburyToday Please help find these baby goats stolen from Chilton. Their mother is crying out to feed them. :-( http://t.co/ZsKASm4nCx,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7674,Wasted a good outfit today :(,Negative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7675,jackson looks so exhausted :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7676,@deniserayon_ I'm a fuck up :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7677,@filadelfiaaa you need to stop being so obsessed over me this is getting creepy :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7678,josh is so tall that when he hugs me he can rest his head on mine :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7679,@AdoreDelano are u there too? :( http://t.co/P4Of3dpGXi,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7680,"Boohoo back to work tonight, another weekend on nights :-(:-(:-(",Negative,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7681,@dialoglk I wanna hang out with fellow tweeps and roar the lions to victory #TweepsMatchOut I want to hang out with my twitter family! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7682,justinbieber I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ before the end of the month. Don't disappoint me! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7683,"@_ANGELINA_HORAN FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7684,@MrsPiszczek nein :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7685,@girl_communism I can't see that tweet :(,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
7686,@bsuzysk 404 not found! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7687,i feel so bad because i fell asleep like right before it turned midnight and wasn't able to tell willlow hbd :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7688,"@JaquieBrown @SundayStarTimes Sowwy :( The 3000 word limit really grinds my gears, but 0.001% chance of winning makes up for it!",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7689,"Spent ages making our first Vine, only to realise that they're meant to be shot in portrait mode and you can't flip the shots...
:(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7690,@yadirarpineda aw sorry :( you ok? wake up Madi,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7691,@Shortyy182 what's wrong? :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7692,@OpTic_Mochila These are not facts bro :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7693,I wish more people did 11:11s for me :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7694,@LHBF7F you ruined it &gt;&gt;:(,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7695,Shanzay salabraty :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7696,I WANNA MEET THEM :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7697,@AdityaRajKaul really thought you were one good journo.. But the lure of the gang I see is very strong.. Sad to see you too twisting news :(,Negative,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1
7698,@78LOUlS i love you so so so so so so much :(,Negative,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7699,@GIJojo2 Finishing on Monday! Sadly :( Then closed beta at the end of the year!,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7700,i didnt wanna end up here :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7701,@boutagirrl I asked my sister and she said no and neither of my parents have it so like :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7702,I wanna watch a movie :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7703,@lgpmoradaax mashaket :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7704,"@biobio1993 :( that's so sad... maybe it's a mistake, or they'd feel different about it now? *pets*",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7705,When you feel like you're making the wrong decision :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7706,@Raphaelite_Girl Trying to send you a DM but not working?! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7707,:( (with bapak at Royal Prima Hospital) — https://t.co/mufNZljRv7,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7708,@BeforeYouExit you haven't follow me too :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7709,GUYS add my KIK - mune874 #kik #kikme #tagsforlikes #snapme #bored #hannibal #kikgirl :( http://t.co/ax26wgYdRa,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7710,"@justinbieber if u see this, can u follow me? I'm waiting so long :(",Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7711,@larryequality this :( http://t.co/6rEe3BrXe6,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7712,How to money :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7713,"@princesswhut FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7714,"i truly miss playing piano so much, i should of never stopped :(((",Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7715,@LuiCalibre I'd be down but man i have to work right now :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7716,"PLISSS TWEET THIS ELF :(
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7717,@junghooked @BTS_twt of course!! i dont think he'll take it seriously omg how nice if he saw this :-((,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7718,"Went home &amp; came back :-( (@ Sunway College - @sunwayc in Petaling Jaya, Selangor) https://t.co/Hgr1dMQ1eQ",Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7719,@aurorakween I STILL GOTTA GLOW UP OK :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7720,"Huhuu Thank you for all the ""congratulations"" and the ""proud of you"" You guys have no idea how happy I am thank you for the support :(((",Negative,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7721,"@Thirty3forty5 Yeah - we thought that was part of the tour we did  today, but it wasn't. :-(",Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7722,@luvsgngrhd ME TOO :((( wHERE IS MARGO,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7723,"@marixyanchik1 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7724,"Konga""@BeemanNONI: Well... ""@_topeh: ni wa*""@iCUM_Thrice: Ode ni e""@_topeh: K ""@iCUM_Thrice: I need to be disvirgined..like seriously! :(""""",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7725,"I hear u""@OccupyNaija: But you know I do na... :( We can negotiate the Bride Price Advance Payment https://t.co/7M7pZMPw7u""",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7726,I thought I tweeted the link to end the yulin dog meat festival but idk what happened to it .. :( Imma try again,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7727,Ive got so much things to do in 3 days. :( what is syawal now. http://t.co/QZ4K9f36bs,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7728,I need to see my boys again :(,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7729,i lapar :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7730,@lmaoclffrd yeah sad life :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7731,Watching @IVSofia 's story on Snapchat is killing me. Whats your life ? Beach + Pool all week long ? When are you working Bitch ! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7732,i forgot to get pale foundation :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7733,Sian :( why my plans always clash one fml 😭 facil head training this entire weekend and DH chalet. GOT SO SUAY ANOT 😢 HOW TO GO FOR BOTH,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7734,@cloche_hat ah. Good luck then. My cat used to let them go in the house to have something to play with over winter. Fast little buggers :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7735,एक बार फिर सेँ धोखा........ &gt;:(   &gt;_&lt; — feeling silly at Chandauli Majhwar railway station http://t.co/iWAeDmuooP,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7736,"Cant stand seeing my titos and titas cry :((((((( please pray for my cousin, he's in critical condition right now :(",Negative,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
7737,@celine_s16 I don't think you would like the answer to this question :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7738,number 13 :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7739,@wearedetr0it steals my narcos growing :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7740,nightmares :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7741,@milesSI ruins the game for me. You'll notice many stop playing the game when there are many regens. They don't look realistic :( shame,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7742,@crybassist why have people unfaved and rted this :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7743,@Hayleychinney Hope this isn't a regular problem for you :( Can you please let us know where you travel to/from and the time this was due?,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7744,It's just heavy duty Benadryl lmao but dat shit works! I forgot to take it earlier :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7745,@pookiportia do share :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7746,@IamMansoorKhan I hate it when u are offline :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7747,"@KISSINGJAl FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7748,Not looking forward to this night shift tonight :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7749,@irlfaker all nighter :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7750,"@gelzarraga dude, why arent u answering any of my msgs :((",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7751,yg new gg please :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7752,@SarahH9977 Thanks hun. Shame one of the sxrew on ends came off and dissappeared. Alot of swapping around and bleeding all over the place.:(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7753,@limonyeozaman ishal mi :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7754,"@cutelikejdb FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7755,high school days :(( https://t.co/sZemQfSZWx,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7756,@muscularpayne YES BABE !!!! I MISSED U SO MUCH MORE :( I HATE U,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7757,It just ant working out .. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7758,I'm so sorry about my spam guys :( http://t.co/zpLPgKesOH,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7759,@jhezreenmae thaanks Jhezz!! Omg stay awesome and damn your sneaks :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7760,"@kargadouri FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7761,tHE FANDOM IS BORED :((( DON'T HURT ME #ZaynIsComingBackOnJuly26,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7762,@margiefeeney11 barely any for Saturday and standing though :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7763,Soft defence by the best defensive team there :( #NRLTigersRoosters,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7764,"and it's also so unfair that she won't be in the season 2 of @SecretsLiesABC i want indiana back, i don't want a new cast :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
7765,@ImHibaNoor Hibbs fOllow back Nh Do gi ?? :o :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7766,Now I'm sad :( https://t.co/Ribf3SkrDI,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7767,Where is this new Frank Ocean album :( :( :(,Negative,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
7768,@sasaribena BibleThump :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7769,Stress come on :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7770,"@RFarghaly123 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7771,"@mariaebun its not me :( its the person in me, sorry xxx",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7772,I rlyyyy wanna get my septum pierced but my mum won't let me :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7773,@muscularpayne GOOOD but its so hot here my tan line are ugly but im going home tonight!:(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7774,"@O2 Hiya, can you tell me if the Amazon fire phone is still available? I can't find it on the web site :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7775,Stressed :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7776,@GABRlEIIE not as much as my brother :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7777,"@Camy19994 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7778,@stairwaytoalex sorry for saying your leg black in a venomous way :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7779,"And oh great, I'm sharing a carriage with a group of middle aged women in pink fur-trimmed stetsons. They've started drinking already &gt;:(",Negative,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7780,@RocketLeague you have a due date for the fix of error 59 ? My friend and me can't still play :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7781,hays :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7782,i dont know :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7783,@Childcareisfun @geekisnewchic :( okay,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7784,@caylahhhh when my baby angel dies :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7785,Xue hasn't made me sing any songs for so long D:! She always gives Midori all the work! What about me :(?,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7786,Hi @facebook please help me in getting back my disabled account. I really really need it back. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7787,Ang sakit!!!! Inside and out! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7788,but you already have me. :(  https://t.co/CTmgOcgC54,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7789,"@kidrauhLogan FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7790,@kaylakerwin :( that disgusts me what a piece of shit..you're such an amazing mother Mateo &amp; Brooklyn are so lucky💗 he doesn't deserve to,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7791,"When a guy buys u a water, but u can't drink it because u didn't watch the cup like a hawk as he transferred it from the bartender to u :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7792,:(( My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7793,'Working from home' normally means 'surfing' but not in this case :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7794,@atiraxia :(...feel better bby!,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7795,"@RebelYelliex ok you better stay, otherwise i will miss you too much :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7796,"@EvaMcL3 That's shocking!
Why can't people just live &amp; let live?
Sometimes I despair of this world! :(
Hope you're OK.",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7797,"@BUTERAIRLINES FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7798,@honestfandom bc were still hoping :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7799,Why the hell insta is not working :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7800,@Real_Liam_Payne when will you notice me :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7801,I miss Chris ' voice :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7802,"@myteksi hi, may i request a promo code pls? Tried using iwantin but got rejected just now :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7803,@cherryboyJJ :( then pls don't think you're not good enough ^__________^ let him be. if he's missing this chance then it is his fault,Negative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7804,@1DMspree @njhla omfg harry pls bae :( don't ignore me,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7805,"@amerazjm FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7806,"Goodluck to your pocket ""@SwitInno: And I'm moving next week :( https://t.co/HCMO09MhQt…""",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7807,@stylesandjord and a month since i saw them :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7808,@DanReeve86 I am really sorry you received the wrong order :( We would like to sort this out straight away. Can you email Help@VeryHQ.co.uk?,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7809,Photo: benedictervention: This is what happens to the contents of 221B between seasons :( You’d think... http://t.co/XXXtCKj5SP,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7810,"@zeynepirdal FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7811,Feel like movies and popcorn today at the cinemas.... But no one to go with :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7812,Sleeping alone is terrible :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7813,@kyuzizi Hey! Take care of yourself. :( :*,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7814,"joyce,calm down :((",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7815,@unit02chainz oops I meant those tiny chat days oooops :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7816,Spotify finally figured out that I'm not in the US and won't let me listen anymore :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7817,i have to go :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7818,@nickiepedia :( I can't. My parents are here na and my plans don't usually work out when they're here huhu. But I could try to make paalam,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7819,@princess_sair I'm not being mean :( your my sazballs ❤,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7820,@haestarxx they've been cuting it after his pants incident :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7821,school starts pretty soon :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7822,why are so many things happening tomorrow aaaahh :(( wanna gooooo,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7823,No stomach's already growling :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7824,Shaved my hair.. i feel like I gotta shave my beard a bit now :( nooooope.,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7825,Omg happy late birthday @mariahjoyyy I'm so sorry I missed it :( love you though hope you had a lot of fun 😘🎉,Negative,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7826,"@Cro_Marta FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7827,@RanDomly_Dom ding ding ding! a hundred points for u :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7828,@churlishmeg Hi Meg. Just sent you an email about Verity's performances being cancelled this weekend. :( Rupert,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7829,@gulermaanb @sir_mancio amin :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7830,Weekend = Work + Studying :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7831,Retweet this pleaaase :((( 👆🏻👆🏻,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7832,Woaah Chris Brown :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
